"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.22,0.644,0.35,0.4,0.25,-0.68,-0.44
"ClusIPW",0.693,0.649,0.36,0.48,-0.35,0.66,0.3
"addIPW",0.803,0.432,-0.17,0.6,0.06,0.53,0.56
"Oracle",0.909,0.624,0.3,0.6,0.3,0.3,0.6
