"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.165,0.633,0.32,0.29,0.24,-0.77,-0.4
"ClusIPW",0.688,0.366,-0.32,0.43,-0.15,0.47,0.69
"addIPW",0.793,0.448,-0.13,0.54,-0.06,0.48,0.68
"Oracle",0.917,0.626,0.3,0.6,0.3,0.3,0.6
