"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.454,0.661,0.39,0.7,0.21,-0.51,-0.24
"ClusIPW",0.742,0.627,0.31,0.51,-0.19,-0.19,0.76
"addIPW",0.849,0.674,0.41,0.69,0.04,-0.03,0.59
"Oracle",0.905,0.623,0.3,0.6,0.3,0.3,0.6
