"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.504,0.675,0.41,0.75,0.26,-0.34,-0.29
"ClusIPW",0.521,0.203,-0.64,0.63,0.06,0.28,0.32
"addIPW",0.794,0.575,0.19,0.27,0.74,0.37,0.45
"Oracle",0.903,0.62,0.3,0.6,0.3,0.3,0.6
