"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.366,0.641,0.34,0.53,0.43,-0.54,-0.36
"ClusIPW",0.817,0.451,-0.12,0.7,0.51,0.15,0.46
"addIPW",0.837,0.798,0.64,0.61,0.17,0.22,0.38
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
