"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.285,0.611,0.27,0.63,0.05,-0.6,-0.41
"ClusIPW",0.472,0.246,-0.57,0.44,-0.2,0.62,0.25
"addIPW",0.821,0.429,-0.18,0.75,0.26,0.33,0.48
"Oracle",0.914,0.625,0.3,0.6,0.3,0.3,0.6
