"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.381,0.637,0.33,0.59,0.37,-0.52,-0.36
"ClusIPW",0.746,0.364,-0.33,0.67,0.02,0.21,0.62
"addIPW",0.895,0.541,0.09,0.68,0.2,0.41,0.56
"Oracle",0.907,0.621,0.3,0.6,0.3,0.3,0.6
