"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.394,0.641,0.34,0.54,0.22,-0.73,-0.12
"ClusIPW",0.704,0.76,0.58,0.44,0.15,0.67,0
"addIPW",0.813,0.794,0.63,0.42,-0.05,0.22,0.61
"Oracle",0.91,0.624,0.3,0.6,0.3,0.3,0.6
