"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.369,0.558,0.15,0.65,0.19,-0.7,-0.15
"ClusIPW",0.856,0.659,0.38,0.62,0.19,-0.1,0.65
"addIPW",0.816,0.643,0.34,0.53,0.36,-0.24,0.65
"Oracle",0.916,0.623,0.3,0.6,0.3,0.3,0.6
