"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.25,0.566,0.16,0.46,0.32,-0.74,-0.32
"ClusIPW",0.189,0.432,-0.17,-0.52,0.41,-0.52,0.52
"addIPW",0.801,0.629,0.31,0.41,-0.19,0.57,0.62
"Oracle",0.919,0.625,0.3,0.6,0.3,0.3,0.6
