"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.252,0.527,0.07,0.44,0.18,-0.87,-0.13
"ClusIPW",0.689,0.727,0.52,0.52,-0.12,-0.35,0.57
"addIPW",0.837,0.601,0.25,0.82,0.06,-0.04,0.52
"Oracle",0.914,0.625,0.3,0.6,0.3,0.3,0.6
