"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.443,0.638,0.33,0.69,0.32,-0.48,-0.3
"ClusIPW",0.695,0.569,0.18,0.52,0.43,-0.48,0.53
"addIPW",0.845,0.552,0.13,0.44,0.68,0.33,0.47
"Oracle",0.913,0.623,0.3,0.6,0.3,0.3,0.6
