"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.355,0.62,0.29,0.48,0.34,-0.74,-0.17
"ClusIPW",0.514,0.479,-0.05,-0.39,0.13,0.29,0.86
"addIPW",0.861,0.662,0.38,0.4,0.58,0.14,0.58
"Oracle",0.913,0.622,0.3,0.6,0.3,0.3,0.6
