"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.374,0.514,0.04,0.72,0.26,-0.59,-0.26
"ClusIPW",0.69,0.322,-0.42,0.5,0,0.37,0.66
"addIPW",0.872,0.698,0.46,0.73,0.27,0.11,0.41
"Oracle",0.912,0.625,0.3,0.6,0.3,0.3,0.6
