"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.503,0.551,0.13,0.78,0.24,-0.56,-0.04
"ClusIPW",0.714,0.496,-0.01,0.47,0.02,-0.29,0.83
"addIPW",0.868,0.574,0.19,0.58,0.58,0.13,0.52
"Oracle",0.913,0.627,0.3,0.6,0.3,0.3,0.6
