"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.482,0.712,0.49,0.54,0.33,-0.59,-0.09
"ClusIPW",0.728,0.424,-0.19,0.55,0.55,-0.22,0.55
"addIPW",0.861,0.678,0.42,0.76,0.32,0.06,0.36
"Oracle",0.915,0.625,0.3,0.6,0.3,0.3,0.6
