"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.304,0.516,0.04,0.72,0.19,-0.5,-0.45
"ClusIPW",0.379,0.749,0.56,0.42,-0.1,0.44,-0.56
"addIPW",0.498,1,1,0,0,0,0
"Oracle",0.912,0.622,0.3,0.6,0.3,0.3,0.6
