"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.379,0.583,0.2,0.71,0.13,-0.61,-0.24
"ClusIPW",0.822,0.541,0.1,0.84,-0.06,0.14,0.51
"addIPW",0.902,0.631,0.32,0.72,0.26,0.2,0.52
"Oracle",0.911,0.625,0.3,0.6,0.3,0.3,0.6
