"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.467,0.723,0.51,0.43,0.58,-0.4,-0.23
"ClusIPW",0.439,0.332,-0.4,0.02,-0.27,0.76,0.42
"addIPW",0.683,0.465,-0.09,0.01,0.14,0.72,0.67
"Oracle",0.909,0.625,0.3,0.6,0.3,0.3,0.6
