"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.39,0.698,0.47,0.53,0.29,-0.58,-0.27
"ClusIPW",0.884,0.675,0.42,0.5,0.29,0.5,0.5
"addIPW",0.759,0.666,0.39,0.86,-0.18,0.13,0.24
"Oracle",0.906,0.622,0.3,0.6,0.3,0.3,0.6
