"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.353,0.573,0.18,0.7,0.22,-0.54,-0.37
"ClusIPW",-0.123,0.496,-0.01,0.22,-0.23,-0.23,-0.92
"addIPW",0.723,0.714,0.49,0.72,0.5,0,-0.04
"Oracle",0.912,0.625,0.3,0.6,0.3,0.3,0.6
