"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.251,0.596,0.24,0.54,0.16,-0.69,-0.39
"ClusIPW",0.459,0.556,0.15,0.76,-0.38,0.4,-0.31
"addIPW",0.81,0.688,0.44,0.49,0.22,0.68,0.24
"Oracle",0.913,0.623,0.3,0.6,0.3,0.3,0.6
