"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.343,0.602,0.26,0.61,0.26,-0.62,-0.33
"ClusIPW",0.841,0.762,0.58,0.58,0.38,0.3,0.3
"addIPW",0.841,0.598,0.25,0.34,0.61,0.14,0.65
"Oracle",0.905,0.624,0.3,0.6,0.3,0.3,0.6
