"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.275,0.604,0.25,0.51,0.32,-0.63,-0.43
"ClusIPW",0.675,0.514,0.04,0.62,0.26,-0.51,0.54
"addIPW",0.871,0.707,0.48,0.61,0.12,0.11,0.61
"Oracle",0.918,0.624,0.3,0.6,0.3,0.3,0.6
