"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.366,0.651,0.36,0.56,0.39,-0.5,-0.4
"ClusIPW",0.708,0.662,0.39,0.74,-0.11,0.53,0.02
"addIPW",0.8,0.619,0.29,0.87,0.09,0.35,0.15
"Oracle",0.908,0.625,0.3,0.6,0.3,0.3,0.6
