"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.291,0.597,0.25,0.54,0.33,-0.6,-0.42
"ClusIPW",0.764,0.469,-0.08,0.6,-0.23,0.44,0.63
"addIPW",0.891,0.633,0.32,0.69,0.06,0.31,0.57
"Oracle",0.906,0.623,0.3,0.6,0.3,0.3,0.6
