"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.464,0.628,0.31,0.67,0.34,-0.54,-0.2
"ClusIPW",0.544,0.638,0.34,0.1,0.34,0.86,-0.12
"addIPW",0.754,0.62,0.29,0.81,0.46,0.23,-0.03
"Oracle",0.912,0.623,0.3,0.6,0.3,0.3,0.6
