"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.36,0.559,0.15,0.62,0.11,-0.76,-0.07
"ClusIPW",0.631,0.283,-0.5,0.6,-0.07,0.18,0.6
"addIPW",0.863,0.563,0.15,0.7,0.34,-0.06,0.61
"Oracle",0.914,0.626,0.3,0.6,0.3,0.3,0.6
