"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.262,0.689,0.44,0.19,0.56,-0.55,-0.39
"ClusIPW",0.387,0.41,-0.22,-0.24,0.52,0.79,0.04
"addIPW",0.675,0.678,0.42,-0.15,0.34,0.66,0.49
"Oracle",0.919,0.625,0.3,0.6,0.3,0.3,0.6
