"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.158,0.643,0.34,0.27,0.24,-0.75,-0.44
"ClusIPW",0.501,0.609,0.26,0.67,0.53,-0.01,-0.44
"addIPW",0.776,0.805,0.65,0.42,0.33,0.51,0.18
"Oracle",0.907,0.624,0.3,0.6,0.3,0.3,0.6
