"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.435,0.65,0.36,0.68,0.13,-0.6,-0.18
"ClusIPW",0.855,0.552,0.13,0.47,0.31,0.02,0.81
"addIPW",0.857,0.672,0.41,0.51,0.36,-0.03,0.66
"Oracle",0.917,0.625,0.3,0.6,0.3,0.3,0.6
