"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.425,0.552,0.13,0.71,0.23,-0.63,-0.15
"ClusIPW",0.467,0.224,-0.6,0.7,-0.16,0.3,0.18
"addIPW",0.814,0.606,0.26,0.23,0.69,0.27,0.57
"Oracle",0.908,0.625,0.3,0.6,0.3,0.3,0.6
