"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.292,0.643,0.34,0.44,0.4,-0.61,-0.4
"ClusIPW",0.725,0.715,0.5,0.77,-0.16,0.35,0.08
"addIPW",0.908,0.652,0.36,0.45,0.44,0.29,0.63
"Oracle",0.906,0.619,0.3,0.6,0.3,0.3,0.6
