"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.377,0.584,0.2,0.74,0.02,-0.59,-0.24
"ClusIPW",0.545,0.33,-0.4,0.62,-0.45,0.19,0.47
"addIPW",0.673,0.385,-0.27,0.26,-0.05,0.14,0.92
"Oracle",0.912,0.621,0.3,0.6,0.3,0.3,0.6
