"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.4,0.621,0.29,0.71,0.15,-0.56,-0.26
"ClusIPW",0.517,0.627,0.3,0.4,-0.64,0.57,0.13
"addIPW",0.779,0.587,0.21,0.81,-0.24,0.35,0.34
"Oracle",0.912,0.624,0.3,0.6,0.3,0.3,0.6
