"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.36,0.563,0.16,0.53,0.33,-0.75,-0.13
"ClusIPW",0.542,0.262,-0.54,0.74,0.37,-0.04,0.15
"addIPW",0.826,0.781,0.62,0.66,0.25,0.21,0.28
"Oracle",0.902,0.621,0.3,0.6,0.3,0.3,0.6
