"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.337,0.593,0.23,0.59,0.37,-0.57,-0.37
"ClusIPW",0.906,0.602,0.24,0.69,0.42,0.29,0.45
"addIPW",0.884,0.621,0.3,0.74,0.15,0.39,0.44
"Oracle",0.912,0.623,0.3,0.6,0.3,0.3,0.6
