"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.245,0.678,0.42,0.45,0.08,-0.69,-0.38
"ClusIPW",0.872,0.583,0.21,0.42,0.39,0.18,0.77
"addIPW",0.772,0.627,0.31,-0.01,0.52,0.33,0.73
"Oracle",0.916,0.626,0.3,0.6,0.3,0.3,0.6
