"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.295,0.649,0.36,0.56,0.15,-0.63,-0.37
"ClusIPW",0.528,0.317,-0.43,0.75,-0.36,0.05,0.34
"addIPW",0.841,0.507,0.02,0.69,-0.01,0.37,0.63
"Oracle",0.919,0.626,0.3,0.6,0.3,0.3,0.6
