"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.265,0.498,-0.01,0.54,0.27,-0.76,-0.25
"ClusIPW",0.753,0.501,0,0.78,-0.2,0.5,0.32
"addIPW",0.844,0.599,0.25,0.72,-0.07,0.38,0.52
"Oracle",0.914,0.627,0.3,0.6,0.3,0.3,0.6
