"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.237,0.615,0.29,0.51,0.17,-0.64,-0.47
"ClusIPW",0.622,0.385,-0.28,0.5,-0.3,0.65,0.4
"addIPW",0.845,0.501,0,0.4,0.5,0.2,0.74
"Oracle",0.916,0.624,0.3,0.6,0.3,0.3,0.6
