"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.24,0.544,0.11,0.57,0.02,-0.76,-0.29
"ClusIPW",0.602,0.294,-0.48,0.6,-0.2,0.16,0.6
"addIPW",0.851,0.479,-0.05,0.62,0.46,0.42,0.48
"Oracle",0.913,0.622,0.3,0.6,0.3,0.3,0.6
