"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.352,0.639,0.34,0.56,0.23,-0.67,-0.27
"ClusIPW",0.621,0.389,-0.27,0.51,-0.4,0.51,0.51
"addIPW",0.856,0.616,0.28,0.27,0.38,0.41,0.73
"Oracle",0.906,0.622,0.3,0.6,0.3,0.3,0.6
