"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.302,0.69,0.44,0.4,0.27,-0.71,-0.27
"ClusIPW",0.887,0.526,0.06,0.69,0.28,0.13,0.66
"addIPW",0.848,0.718,0.5,0.6,-0.05,0.39,0.49
"Oracle",0.916,0.625,0.3,0.6,0.3,0.3,0.6
