"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.209,0.724,0.51,0.25,0.15,-0.73,-0.35
"ClusIPW",0.341,0.694,0.45,-0.45,-0.45,0.45,0.43
"addIPW",0.834,0.58,0.2,0.58,-0.14,0.28,0.72
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
