"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.383,0.6,0.24,0.66,0.31,-0.54,-0.36
"ClusIPW",-0.002,0.302,-0.46,-0.4,0.46,0.46,-0.46
"addIPW",0.852,0.597,0.24,0.3,0.37,0.61,0.58
"Oracle",0.916,0.623,0.3,0.6,0.3,0.3,0.6
