"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.324,0.626,0.31,0.46,0.21,-0.79,-0.15
"ClusIPW",0.498,0.787,0.62,0.32,0.63,-0.18,-0.28
"addIPW",0.896,0.599,0.24,0.61,0.37,0.06,0.66
"Oracle",0.916,0.624,0.3,0.6,0.3,0.3,0.6
