"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.371,0.556,0.14,0.8,-0.03,-0.49,-0.31
"ClusIPW",0.572,0.774,0.6,0.57,-0.33,0.44,-0.11
"addIPW",0.714,0.577,0.19,0.32,0.43,0.81,0.14
"Oracle",0.908,0.624,0.3,0.6,0.3,0.3,0.6
