"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.25,0.467,-0.08,0.63,0.19,-0.65,-0.36
"ClusIPW",0.578,0.578,0.2,0.53,0.53,0.52,-0.35
"addIPW",0.742,0.592,0.23,0.42,-0.27,0.66,0.5
"Oracle",0.921,0.624,0.3,0.6,0.3,0.3,0.6
