"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.372,0.679,0.42,0.63,0.1,-0.55,-0.33
"ClusIPW",0.512,0.276,-0.51,0.77,-0.25,0.21,0.21
"addIPW",0.634,0.596,0.24,0.66,-0.43,-0.22,0.53
"Oracle",0.916,0.626,0.3,0.6,0.3,0.3,0.6
