"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.312,0.609,0.27,0.54,0.35,-0.6,-0.38
"ClusIPW",0.766,0.48,-0.05,0.39,-0.17,0.4,0.81
"addIPW",0.806,0.575,0.18,0.4,0.75,0.05,0.5
"Oracle",0.912,0.622,0.3,0.6,0.3,0.3,0.6
