"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.292,0.579,0.19,0.61,0.14,-0.68,-0.32
"ClusIPW",0.734,0.78,0.61,0.19,0.41,0.61,0.21
"addIPW",0.883,0.643,0.35,0.56,0.03,0.28,0.7
"Oracle",0.91,0.624,0.3,0.6,0.3,0.3,0.6
