"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.272,0.569,0.18,0.49,0.37,-0.67,-0.38
"ClusIPW",0.768,0.426,-0.18,0.64,-0.12,0.36,0.64
"addIPW",0.885,0.542,0.11,0.6,0.19,0.39,0.67
"Oracle",0.906,0.622,0.3,0.6,0.3,0.3,0.6
