"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.304,0.576,0.19,0.57,0.36,-0.59,-0.4
"ClusIPW",0.808,0.613,0.27,0.91,0.1,0.01,0.29
"addIPW",0.888,0.525,0.06,0.65,0.38,0.23,0.61
"Oracle",0.916,0.623,0.3,0.6,0.3,0.3,0.6
