"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.368,0.705,0.47,0.61,0.1,-0.55,-0.31
"ClusIPW",0.882,0.537,0.09,0.58,0.52,0.2,0.58
"addIPW",0.823,0.627,0.31,0.83,0.05,0.38,0.25
"Oracle",0.913,0.624,0.3,0.6,0.3,0.3,0.6
