"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.419,0.634,0.32,0.79,0.04,-0.4,-0.34
"ClusIPW",0.508,0.997,0.94,0.03,0.09,0.23,0.23
"addIPW",0.9,0.583,0.21,0.56,0.19,0.37,0.69
"Oracle",0.92,0.626,0.3,0.6,0.3,0.3,0.6
