"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.406,0.613,0.27,0.54,0.45,-0.61,-0.25
"ClusIPW",0.692,0.565,0.17,0.5,0.5,-0.46,0.5
"addIPW",0.895,0.687,0.43,0.58,0.38,0.35,0.45
"Oracle",0.911,0.623,0.3,0.6,0.3,0.3,0.6
