"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.523,0.69,0.44,0.62,0.41,-0.49,-0.13
"ClusIPW",0.658,0.322,-0.42,0.57,0.45,-0.15,0.53
"addIPW",0.871,0.555,0.14,0.46,0.39,0.55,0.56
"Oracle",0.914,0.625,0.3,0.6,0.3,0.3,0.6
