"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.302,0.612,0.28,0.57,0.25,-0.63,-0.38
"ClusIPW",0.778,0.644,0.35,0.5,0.01,-0.22,0.76
"addIPW",0.874,0.532,0.08,0.68,0.03,0.37,0.63
"Oracle",0.916,0.623,0.3,0.6,0.3,0.3,0.6
