"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.077,0.6,0.25,0.3,0.07,-0.76,-0.52
"ClusIPW",0.381,0.243,-0.57,0.57,0.35,-0.45,0.15
"addIPW",0.657,0.499,-0.01,0.7,0.66,-0.25,0.12
"Oracle",0.916,0.626,0.3,0.6,0.3,0.3,0.6
