"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.201,0.456,-0.11,0.55,-0.04,-0.8,-0.21
"ClusIPW",0.628,0.266,-0.53,0.47,0.1,0.47,0.51
"addIPW",0.876,0.522,0.05,0.64,0.08,0.35,0.68
"Oracle",0.906,0.621,0.3,0.6,0.3,0.3,0.6
