"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.397,0.666,0.4,0.59,0.33,-0.54,-0.31
"ClusIPW",0.477,0.842,0.71,0.34,0.46,0.02,-0.42
"addIPW",0.845,0.52,0.05,0.33,0.33,0.28,0.84
"Oracle",0.916,0.624,0.3,0.6,0.3,0.3,0.6
