"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.441,0.662,0.39,0.67,0.22,-0.55,-0.23
"ClusIPW",0.77,0.425,-0.19,0.45,0.03,0.62,0.62
"addIPW",0.845,0.642,0.34,0.45,-0.08,0.43,0.7
"Oracle",0.915,0.626,0.3,0.6,0.3,0.3,0.6
