"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.192,0.695,0.45,0.47,-0.09,-0.53,-0.53
"ClusIPW",0.219,0.243,-0.57,0.32,-0.65,0.39,0.06
"addIPW",0.83,0.747,0.56,0.51,-0.03,0.41,0.5
"Oracle",0.914,0.625,0.3,0.6,0.3,0.3,0.6
